Entry	Cross-reference (Gramene)
A0A1D6I0G4	Zm00001d019824_T007;
A0A1D6I0G6	Zm00001d019824_T009;
A0A1D6I0G7	Zm00001d019824_T010;
A0A1D6I0G8	Zm00001d019824_T011;
A0A1D6I0G9	Zm00001d019824_T008;Zm00001d019824_T012;
A0A1D6I0H1	Zm00001d019824_T014;
A0A1D6I0H2	Zm00001d019824_T015;
A0A1D6I0H3	Zm00001d019825_T001;
A0A1D6I0H4	Zm00001d019830_T001;
A0A1D6I0H6	Zm00001d019831_T001;Zm00001d019831_T002;
A0A1D6I0H7	Zm00001d019834_T001;
A0A1D6I0H8	Zm00001d019834_T002;Zm00001d019834_T003;
A0A1D6I0I0	Zm00001d019835_T001;
A0A1D6I0I4	Zm00001d019836_T004;Zm00001d019836_T005;
A0A1D6I0I7	Zm00001d019836_T007;
A0A1D6I0I8	Zm00001d019836_T008;
A0A1D6I0J1	Zm00001d019836_T011;
A0A1D6I0J2	Zm00001d019838_T001;
A0A1D6I0J3	Zm00001d019842_T001;
A0A1D6I0J4	Zm00001d019844_T001;
A0A1D6I0J5	Zm00001d019844_T002;
A0A1D6I0J8	Zm00001d019852_T001;
A0A1D6I0K0	Zm00001d019852_T003;
A0A1D6I0K1	Zm00001d019852_T004;
A0A1D6I0K2	Zm00001d019852_T005;
A0A1D6I0K3	Zm00001d019852_T006;
A0A1D6I0K5	Zm00001d019853_T001;
A0A1D6I0K7	Zm00001d019855_T001;
A0A1D6I0L0	Zm00001d019856_T003;
A0A1D6I0L1	Zm00001d019856_T004;Zm00001d019856_T007;
A0A1D6I0L2	Zm00001d019856_T005;
A0A1D6I0L3	Zm00001d019856_T009;Zm00001d019856_T010;
A0A1D6I0L9	Zm00001d019857_T001;
A0A1D6I0M0	Zm00001d019858_T001;
A0A1D6I0M1	Zm00001d019861_T001;
A0A1D6I0M2	Zm00001d019862_T001;
A0A1D6I0M3	Zm00001d019863_T001;
A0A1D6I0M4	Zm00001d019864_T001;
A0A1D6I0M6	Zm00001d019866_T001;
A0A1D6I0M7	Zm00001d019866_T002;
A0A1D6I0M8	Zm00001d019866_T003;
A0A1D6I0M9	Zm00001d019873_T001;
A0A1D6I0N0	Zm00001d019875_T001;
A0A1D6I0N1	Zm00001d019875_T002;
A0A1D6I0N2	Zm00001d019879_T001;
A0A1D6I0N3	Zm00001d019881_T001;
A0A1D6I0N4	Zm00001d019881_T002;
A0A1D6I0N5	Zm00001d019881_T003;
A0A1D6I0N9	Zm00001d019881_T007;
A0A1D6I0P0	Zm00001d019881_T008;
A0A1D6I0P2	Zm00001d019881_T010;
A0A1D6I0P4	Zm00001d019881_T011;
A0A1D6I0P6	Zm00001d019881_T014;
A0A1D6I0P7	Zm00001d019881_T015;
A0A1D6I0Q0	Zm00001d019881_T018;
A0A1D6I0Q3	Zm00001d019881_T020;Zm00001d019881_T021;
A0A1D6I0Q5	Zm00001d019881_T023;
A0A1D6I0Q7	Zm00001d019881_T025;
A0A1D6I0R2	Zm00001d019881_T030;
A0A1D6I0R4	Zm00001d019889_T001;
A0A1D6I0R5	Zm00001d019889_T002;
A0A1D6I0R6	Zm00001d019890_T001;
A0A1D6I0R8	Zm00001d019892_T001;Zm00001d019892_T002;
A0A1D6I0R9	Zm00001d019893_T001;
A0A1D6I0S0	Zm00001d019893_T002;
A0A1D6I0S2	Zm00001d019896_T001;
A0A1D6I0S5	Zm00001d019897_T001;Zm00001d019897_T002;Zm00001d019897_T003;
A0A1D6I0S7	Zm00001d019898_T002;
A0A1D6I0S8	Zm00001d019899_T001;
A0A1D6I0S9	Zm00001d019900_T001;
A0A1D6I0T0	Zm00001d019901_T001;
A0A1D6I0T1	Zm00001d019905_T001;
A0A1D6I0T2	Zm00001d019905_T002;
A0A1D6I0T3	Zm00001d019905_T003;
A0A1D6I0T4	Zm00001d019905_T004;
A0A1D6I0T5	Zm00001d019905_T005;
A0A1D6I0T6	Zm00001d019905_T006;
A0A1D6I0T7	Zm00001d019905_T007;
A0A1D6I0T8	Zm00001d019905_T008;
A0A1D6I0U0	Zm00001d019905_T009;Zm00001d019905_T010;
A0A1D6I0U5	Zm00001d019907_T003;
A0A1D6I0U6	Zm00001d019907_T004;
A0A1D6I0V1	Zm00001d019907_T009;
A0A1D6I0V3	Zm00001d019907_T012;
A0A1D6I0V8	Zm00001d019907_T016;
A0A1D6I0W0	Zm00001d019907_T005;Zm00001d019907_T006;Zm00001d019907_T013;Zm00001d019907_T015;Zm00001d019907_T018;Zm00001d019907_T019;Zm00001d019907_T020;Zm00001d019907_T022;Zm00001d019907_T034;Zm00001d019907_T041;Zm00001d019907_T042;Zm00001d019907_T043;Zm00001d019907_T044;Zm00001d019907_T047;
A0A1D6I0W7	Zm00001d019907_T025;
A0A1D6I0X0	Zm00001d019907_T028;
A0A1D6I0X1	Zm00001d019907_T001;Zm00001d019907_T002;Zm00001d019907_T029;
A0A1D6I0X3	Zm00001d019907_T031;Zm00001d019907_T046;
A0A1D6I0X4	Zm00001d019907_T032;
A0A1D6I0X5	Zm00001d019907_T033;
A0A1D6I0X7	Zm00001d019907_T035;
A0A1D6I0X8	Zm00001d019907_T036;
A0A1D6I0Z0	Zm00001d019908_T001;
A0A1D6I0Z1	Zm00001d019910_T001;
A0A1D6I0Z2	Zm00001d019912_T001;
A0A1D6I0Z3	Zm00001d019914_T001;
A0A1D6I0Z4	Zm00001d019915_T001;
A0A1D6I0Z5	Zm00001d019916_T001;
A0A1D6I0Z6	Zm00001d019917_T001;
A0A1D6I0Z7	Zm00001d019919_T001;
A0A1D6I0Z9	Zm00001d019920_T002;
A0A1D6I100	Zm00001d019920_T003;
A0A1D6I102	Zm00001d019920_T005;
A0A1D6I103	Zm00001d019920_T001;Zm00001d019920_T004;Zm00001d019920_T006;
A0A1D6I104	Zm00001d019920_T008;
A0A1D6I106	Zm00001d019920_T009;
A0A1D6I107	Zm00001d019920_T010;
A0A1D6I110	Zm00001d019920_T012;
A0A1D6I111	Zm00001d019922_T001;
A0A1D6I112	Zm00001d019922_T002;
A0A1D6I114	Zm00001d019922_T004;
A0A1D6I115	Zm00001d019922_T005;Zm00001d019922_T009;Zm00001d019922_T011;
A0A1D6I116	Zm00001d019922_T006;Zm00001d019922_T014;
A0A1D6I117	Zm00001d019922_T007;
A0A1D6I118	Zm00001d019922_T008;
A0A1D6I120	Zm00001d019922_T010;
A0A1D6I122	Zm00001d019922_T012;
A0A1D6I123	Zm00001d019922_T013;
A0A1D6I126	Zm00001d019925_T001;
A0A1D6I128	Zm00001d019926_T002;
A0A1D6I131	Zm00001d019926_T005;
A0A1D6I132	Zm00001d019926_T003;Zm00001d019926_T006;
A0A1D6I133	Zm00001d019926_T007;
A0A1D6I134	Zm00001d019926_T008;
A0A1D6I135	Zm00001d019926_T009;
A0A1D6I136	Zm00001d019926_T010;
A0A1D6I137	Zm00001d019933_T001;
A0A1D6I138	Zm00001d019934_T001;
A0A1D6I140	Zm00001d019937_T001;
A0A1D6I142	Zm00001d019941_T002;
A0A1D6I143	Zm00001d019941_T001;Zm00001d019941_T003;
A0A1D6I144	Zm00001d019942_T001;
A0A1D6I145	Zm00001d019943_T001;
A0A1D6I147	Zm00001d019944_T002;
A0A1D6I150	Zm00001d019945_T001;
A0A1D6I151	Zm00001d019946_T001;
A0A1D6I152	Zm00001d019947_T001;
A0A1D6I155	Zm00001d019947_T004;
A0A1D6I157	Zm00001d019947_T006;
A0A1D6I158	Zm00001d019947_T007;
A0A1D6I164	Zm00001d019947_T013;
A0A1D6I165	Zm00001d019947_T014;
A0A1D6I166	Zm00001d019947_T015;
A0A1D6I167	Zm00001d019947_T016;
A0A1D6I168	Zm00001d019947_T017;
A0A1D6I173	Zm00001d019947_T022;
A0A1D6I174	Zm00001d019947_T023;
A0A1D6I175	Zm00001d019947_T024;
A0A1D6I179	Zm00001d019947_T028;
A0A1D6I180	Zm00001d019947_T010;Zm00001d019947_T019;Zm00001d019947_T025;
A0A1D6I181	Zm00001d019947_T030;
A0A1D6I183	Zm00001d019947_T032;
A0A1D6I184	Zm00001d019947_T033;
A0A1D6I186	Zm00001d019947_T035;
A0A1D6I188	Zm00001d019947_T037;
A0A1D6I191	Zm00001d019947_T002;Zm00001d019947_T040;
A0A1D6I192	Zm00001d019947_T041;
A0A1D6I193	Zm00001d019948_T001;
A0A1D6I194	Zm00001d019948_T002;
A0A1D6I195	Zm00001d019949_T001;
A0A1D6I196	Zm00001d019950_T001;
A0A1D6I197	Zm00001d019950_T002;
A0A1D6I198	Zm00001d019951_T001;
A0A1D6I199	Zm00001d019952_T001;
A0A1D6I1A0	Zm00001d019953_T001;
A0A1D6I1A1	Zm00001d019956_T001;
A0A1D6I1A3	Zm00001d019957_T001;
A0A1D6I1A4	Zm00001d019957_T002;
A0A1D6I1A5	Zm00001d019957_T003;
A0A1D6I1A6	Zm00001d019958_T001;
A0A1D6I1A7	Zm00001d019960_T001;
A0A1D6I1A8	Zm00001d019961_T001;
A0A1D6I1A9	Zm00001d019962_T001;
A0A1D6I1B0	Zm00001d019966_T001;
A0A1D6I1B1	Zm00001d019966_T002;
A0A1D6I1B2	Zm00001d019967_T001;
A0A1D6I1B3	Zm00001d019968_T001;
A0A1D6I1B5	Zm00001d019971_T001;Zm00001d019971_T002;
A0A1D6I1B6	Zm00001d019976_T001;
A0A1D6I1C0	Zm00001d019978_T002;Zm00001d019978_T003;
A0A1D6I1C1	Zm00001d019978_T004;
A0A1D6I1C2	Zm00001d019978_T005;
A0A1D6I1C3	Zm00001d019978_T006;
A0A1D6I1C4	Zm00001d019978_T007;
A0A1D6I1C5	Zm00001d019978_T008;
A0A1D6I1C6	Zm00001d019978_T009;
A0A1D6I1C7	Zm00001d019978_T010;
A0A1D6I1C8	Zm00001d019980_T001;Zm00001d019980_T002;
A0A1D6I1D5	Zm00001d019983_T001;
A0A1D6I1D7	Zm00001d019987_T001;
A0A1D6I1D8	Zm00001d019988_T001;
A0A1D6I1E2	Zm00001d019988_T005;
A0A1D6I1E4	Zm00001d019989_T001;
A0A1D6I1E5	Zm00001d019990_T001;
A0A1D6I1E6	Zm00001d019991_T001;
A0A1D6I1E7	Zm00001d019992_T001;
A0A1D6I1E8	Zm00001d019992_T002;
A0A1D6I1E9	Zm00001d019992_T003;
A0A1D6I1F0	Zm00001d019992_T004;
A0A1D6I1F3	Zm00001d019998_T001;
A0A1D6I1F4	Zm00001d019999_T001;
A0A1D6I1F5	Zm00001d020000_T001;
A0A1D6I1F6	Zm00001d020000_T002;
A0A1D6I1F7	Zm00001d020000_T003;
A0A1D6I1F8	Zm00001d020001_T001;
A0A1D6I1F9	Zm00001d020001_T002;Zm00001d020001_T004;Zm00001d020001_T005;Zm00001d020001_T006;
A0A1D6I1G0	Zm00001d020001_T003;
A0A1D6I1G6	Zm00001d020001_T009;
A0A1D6I1G7	Zm00001d020001_T011;
A0A1D6I1H0	Zm00001d020001_T013;
A0A1D6I1H2	Zm00001d020001_T015;
A0A1D6I1H3	Zm00001d020001_T016;
A0A1D6I1H4	Zm00001d020001_T017;
A0A1D6I1H5	Zm00001d020001_T018;
A0A1D6I1H6	Zm00001d020002_T001;
A0A1D6I1H7	Zm00001d020002_T002;
A0A1D6I1H9	Zm00001d020003_T002;
A0A1D6I1I0	Zm00001d020003_T003;
A0A1D6I1I1	Zm00001d020004_T001;
A0A1D6I1I2	Zm00001d020004_T002;
A0A1D6I1I3	Zm00001d020004_T003;
A0A1D6I1I4	Zm00001d020004_T004;Zm00001d020004_T006;Zm00001d020004_T007;
A0A1D6I1I8	Zm00001d020004_T008;
A0A1D6I1I9	Zm00001d020004_T009;
A0A1D6I1J0	Zm00001d020006_T001;
A0A1D6I1J2	Zm00001d020008_T002;
A0A1D6I1J3	Zm00001d020009_T001;
A0A1D6I1J5	Zm00001d020011_T002;
A0A1D6I1J6	Zm00001d020011_T003;
A0A1D6I1J7	Zm00001d020011_T004;
A0A1D6I1J8	Zm00001d020011_T005;
A0A1D6I1J9	Zm00001d020011_T006;
A0A1D6I1K0	Zm00001d020011_T007;
A0A1D6I1K1	Zm00001d020012_T001;
A0A1D6I1K3	Zm00001d020013_T002;
A0A1D6I1K4	Zm00001d020013_T003;
A0A1D6I1K5	Zm00001d020014_T001;
A0A1D6I1L0	Zm00001d020014_T002;Zm00001d020014_T003;Zm00001d020014_T006;
A0A1D6I1L1	Zm00001d020014_T005;Zm00001d020014_T008;
A0A1D6I1L3	Zm00001d020014_T009;
A0A1D6I1L4	Zm00001d020014_T010;
A0A1D6I1L6	Zm00001d020014_T012;
A0A1D6I1L7	Zm00001d020015_T001;
A0A1D6I1L8	Zm00001d020016_T001;
A0A1D6I1L9	Zm00001d020017_T001;
A0A1D6I1M0	Zm00001d020018_T001;
A0A1D6I1M2	Zm00001d020019_T002;
A0A1D6I1M3	Zm00001d020019_T003;
A0A1D6I1M4	Zm00001d020019_T004;
A0A1D6I1M5	Zm00001d020019_T005;
A0A1D6I1M8	Zm00001d020020_T003;
A0A1D6I1M9	Zm00001d020020_T004;
A0A1D6I1N0	Zm00001d020020_T001;Zm00001d020020_T005;Zm00001d020020_T006;Zm00001d020020_T007;Zm00001d020020_T008;
A0A1D6I1N4	Zm00001d020021_T001;
A0A1D6I1N5	Zm00001d020023_T001;
A0A1D6I1N6	Zm00001d020023_T002;
A0A1D6I1N7	Zm00001d020025_T001;
A0A1D6I1P0	Zm00001d020031_T001;
A0A1D6I1P1	Zm00001d020032_T001;
A0A1D6I1P2	Zm00001d020033_T001;
A0A1D6I1P3	Zm00001d020034_T001;
A0A1D6I1P4	Zm00001d013802_T001;Zm00001d020035_T001;
A0A1D6I1P5	Zm00001d020036_T001;
A0A1D6I1P6	Zm00001d020036_T002;
A0A1D6I1P7	Zm00001d020036_T003;
A0A1D6I1P9	Zm00001d020036_T005;
A0A1D6I1Q0	Zm00001d020036_T006;
A0A1D6I1Q1	Zm00001d020036_T007;
A0A1D6I1Q2	Zm00001d020036_T008;
A0A1D6I1Q3	Zm00001d020036_T009;
A0A1D6I1Q4	Zm00001d020036_T011;
A0A1D6I1Q6	Zm00001d020036_T012;Zm00001d020036_T013;
A0A1D6I1Q8	Zm00001d020036_T014;
A0A1D6I1Q9	Zm00001d020036_T015;
A0A1D6I1R1	Zm00001d020038_T001;
A0A1D6I1R2	Zm00001d020038_T002;
A0A1D6I1R4	Zm00001d020038_T004;
A0A1D6I1R5	Zm00001d020038_T005;
A0A1D6I1R6	Zm00001d020038_T006;
A0A1D6I1R7	Zm00001d020038_T007;
A0A1D6I1R8	Zm00001d020040_T001;
A0A1D6I1S1	Zm00001d020041_T001;
A0A1D6I1S2	Zm00001d020042_T001;
A0A1D6I1S3	Zm00001d020043_T001;Zm00001d020043_T002;
A0A1D6I1S6	Zm00001d020046_T001;
A0A1D6I1S7	Zm00001d020046_T002;Zm00001d020046_T006;
A0A1D6I1S8	Zm00001d020046_T003;
A0A1D6I1T5	Zm00001d020046_T010;
A0A1D6I1T6	Zm00001d020046_T011;
A0A1D6I1T7	Zm00001d020046_T007;Zm00001d020046_T008;Zm00001d020046_T012;Zm00001d020046_T013;
A0A1D6I1T9	Zm00001d020051_T001;
A0A1D6I1U1	Zm00001d020052_T001;
A0A1D6I1U2	Zm00001d020052_T002;
A0A1D6I1U3	Zm00001d020053_T001;
A0A1D6I1U5	Zm00001d020053_T003;
A0A1D6I1U6	Zm00001d020053_T004;
A0A1D6I1U7	Zm00001d020054_T001;
A0A1D6I1U8	Zm00001d020055_T001;
A0A1D6I1U9	Zm00001d020055_T002;
A0A1D6I1V0	Zm00001d020055_T003;
A0A1D6I1V1	Zm00001d020057_T001;
A0A1D6I1V3	Zm00001d020057_T003;
A0A1D6I1V4	Zm00001d020057_T004;
A0A1D6I1V5	Zm00001d020057_T005;
A0A1D6I1V6	Zm00001d020057_T006;
A0A1D6I1V7	Zm00001d020058_T001;
A0A1D6I1V8	Zm00001d020059_T001;
A0A1D6I1V9	Zm00001d020060_T001;
A0A1D6I1W0	Zm00001d020060_T002;
A0A1D6I1W1	Zm00001d020062_T001;
A0A1D6I1W2	Zm00001d020063_T001;
A0A1D6I1W4	Zm00001d020063_T003;
A0A1D6I1W5	Zm00001d020063_T004;
A0A1D6I1W6	Zm00001d020063_T002;Zm00001d020063_T005;
A0A1D6I1W8	Zm00001d020064_T001;Zm00001d020064_T002;
A0A1D6I1X0	Zm00001d020068_T001;
A0A1D6I1X1	Zm00001d020068_T002;
A0A1D6I1X2	Zm00001d020069_T001;
A0A1D6I1X3	Zm00001d020069_T002;
A0A1D6I1X4	Zm00001d020069_T003;
A0A1D6I1X5	Zm00001d020070_T001;
A0A1D6I1X6	Zm00001d020071_T001;
A0A1D6I1X7	Zm00001d020072_T001;
A0A1D6I1X8	Zm00001d020073_T001;
A0A1D6I1X9	Zm00001d020074_T001;
A0A1D6I1Y0	Zm00001d020077_T001;
A0A1D6I1Y1	Zm00001d020081_T001;
A0A1D6I1Y2	Zm00001d020081_T002;
A0A1D6I1Y3	Zm00001d020082_T001;
A0A1D6I1Y4	Zm00001d020083_T001;
A0A1D6I1Y5	Zm00001d020086_T001;
A0A1D6I1Y6	Zm00001d020087_T001;
A0A1D6I1Y9	Zm00001d020088_T003;
A0A1D6I1Z1	Zm00001d020088_T005;
A0A1D6I1Z4	Zm00001d020088_T008;
A0A1D6I1Z7	Zm00001d020088_T011;Zm00001d020088_T013;Zm00001d020088_T022;
A0A1D6I1Z8	Zm00001d020088_T012;
A0A1D6I200	Zm00001d020088_T001;Zm00001d020088_T002;Zm00001d020088_T006;Zm00001d020088_T009;Zm00001d020088_T014;Zm00001d020088_T026;Zm00001d020088_T030;Zm00001d020088_T031;Zm00001d020088_T033;Zm00001d020088_T040;Zm00001d020088_T051;
A0A1D6I201	Zm00001d020088_T015;Zm00001d020088_T018;
A0A1D6I205	Zm00001d020088_T016;Zm00001d020088_T019;
A0A1D6I206	Zm00001d020088_T020;
A0A1D6I209	Zm00001d020088_T023;
A0A1D6I213	Zm00001d020088_T010;Zm00001d020088_T027;
A0A1D6I223	Zm00001d020088_T037;
A0A1D6I224	Zm00001d020088_T004;Zm00001d020088_T029;Zm00001d020088_T038;Zm00001d020088_T053;
A0A1D6I225	Zm00001d020088_T032;Zm00001d020088_T039;
A0A1D6I227	Zm00001d020088_T041;
A0A1D6I228	Zm00001d020088_T042;
A0A1D6I234	Zm00001d020088_T048;
A0A1D6I235	Zm00001d020088_T049;
A0A1D6I236	Zm00001d020088_T050;
A0A1D6I240	Zm00001d020088_T054;
A0A1D6I241	Zm00001d020088_T055;
A0A1D6I242	Zm00001d020091_T001;
A0A1D6I243	Zm00001d020093_T001;
A0A1D6I244	Zm00001d020093_T002;
A0A1D6I245	Zm00001d020094_T001;
A0A1D6I246	Zm00001d020096_T001;
A0A1D6I247	Zm00001d020097_T001;
A0A1D6I249	Zm00001d020097_T003;
A0A1D6I253	Zm00001d020097_T007;
A0A1D6I254	Zm00001d020097_T006;Zm00001d020097_T008;
A0A1D6I257	Zm00001d020101_T001;
A0A1D6I258	Zm00001d020102_T001;
A0A1D6I259	Zm00001d020103_T001;Zm00001d020103_T002;Zm00001d020103_T003;
A0A1D6I262	Zm00001d020105_T001;
A0A1D6I263	Zm00001d020107_T001;
A0A1D6I264	Zm00001d020108_T001;
A0A1D6I266	Zm00001d020108_T003;
A0A1D6I268	Zm00001d020108_T004;Zm00001d020108_T005;
A0A1D6I269	Zm00001d020108_T006;
A0A1D6I270	Zm00001d020109_T001;
A0A1D6I271	Zm00001d020110_T001;
A0A1D6I272	Zm00001d020111_T001;
A0A1D6I273	Zm00001d020112_T001;
A0A1D6I274	Zm00001d020113_T001;
A0A1D6I275	Zm00001d020114_T001;
A0A1D6I276	Zm00001d020117_T001;
A0A1D6I277	Zm00001d020117_T002;
A0A1D6I278	Zm00001d020118_T001;
A0A1D6I279	Zm00001d020119_T001;
A0A1D6I280	Zm00001d020120_T001;
A0A1D6I281	Zm00001d020120_T002;
A0A1D6I283	Zm00001d020124_T001;
A0A1D6I284	Zm00001d020125_T001;
A0A1D6I285	Zm00001d020128_T001;
A0A1D6I286	Zm00001d020129_T001;
A0A1D6I287	Zm00001d020129_T002;
A0A1D6I289	Zm00001d020133_T001;
A0A1D6I292	Zm00001d020134_T003;
A0A1D6I293	Zm00001d020134_T004;
A0A1D6I294	Zm00001d020134_T002;
A0A1D6I295	Zm00001d020134_T006;
A0A1D6I297	Zm00001d020134_T008;
A0A1D6I298	Zm00001d020134_T009;
A0A1D6I2A0	Zm00001d020134_T011;
A0A1D6I2A2	Zm00001d020135_T001;
A0A1D6I2A4	Zm00001d020136_T002;
A0A1D6I2A6	Zm00001d020138_T001;
A0A1D6I2A9	Zm00001d020140_T002;Zm00001d020140_T009;Zm00001d020140_T015;Zm00001d020140_T017;Zm00001d020140_T021;
A0A1D6I2B1	Zm00001d020140_T004;Zm00001d020140_T005;
A0A1D6I2B4	Zm00001d020140_T007;
A0A1D6I2B9	Zm00001d020140_T012;
A0A1D6I2C7	Zm00001d020140_T020;
A0A1D6I2C9	Zm00001d020140_T022;
A0A1D6I2D0	Zm00001d020140_T023;
A0A1D6I2D1	Zm00001d020141_T001;
A0A1D6I2D2	Zm00001d020144_T001;
A0A1D6I2D3	Zm00001d020144_T002;
A0A1D6I2D6	Zm00001d020149_T001;
A0A1D6I2D7	Zm00001d020150_T001;
A0A1D6I2E0	Zm00001d020156_T001;
A0A1D6I2E2	Zm00001d020157_T002;
A0A1D6I2E3	Zm00001d020157_T003;
A0A1D6I2E9	Zm00001d020157_T009;
A0A1D6I2F1	Zm00001d020157_T011;
A0A1D6I2F3	Zm00001d020157_T013;
A0A1D6I2F7	Zm00001d020157_T017;
A0A1D6I2F8	Zm00001d020157_T018;
A0A1D6I2G1	Zm00001d020157_T021;
A0A1D6I2G3	Zm00001d020157_T019;Zm00001d020157_T023;
A0A1D6I2G5	Zm00001d020157_T025;
A0A1D6I2G6	Zm00001d020157_T026;
A0A1D6I2H0	Zm00001d020157_T030;
A0A1D6I2H2	Zm00001d020157_T032;
A0A1D6I2H4	Zm00001d020157_T034;
A0A1D6I2H8	Zm00001d020157_T038;
A0A1D6I2I0	Zm00001d020157_T028;Zm00001d020157_T040;
A0A1D6I2I2	Zm00001d020157_T042;
A0A1D6I2I4	Zm00001d020157_T044;
A0A1D6I2I6	Zm00001d020157_T046;
A0A1D6I2I7	Zm00001d020157_T047;
A0A1D6I2I8	Zm00001d020157_T048;
A0A1D6I2I9	Zm00001d020157_T049;
A0A1D6I2J1	Zm00001d020157_T051;
A0A1D6I2J2	Zm00001d020158_T001;
A0A1D6I2J4	Zm00001d020163_T001;
A0A1D6I2J5	Zm00001d020170_T001;
A0A1D6I2J6	Zm00001d020170_T002;
A0A1D6I2J7	Zm00001d020170_T003;
A0A1D6I2J8	Zm00001d020171_T001;
A0A1D6I2J9	Zm00001d020171_T002;
A0A1D6I2K0	Zm00001d020171_T003;
A0A1D6I2K1	Zm00001d020172_T001;
A0A1D6I2K3	Zm00001d020175_T002;
A0A1D6I2K4	Zm00001d020175_T003;
A0A1D6I2K5	Zm00001d020175_T004;
A0A1D6I2K6	Zm00001d020175_T005;
A0A1D6I2K7	Zm00001d020175_T006;
A0A1D6I2K8	Zm00001d020175_T007;
A0A1D6I2K9	Zm00001d020176_T001;
A0A1D6I2L0	Zm00001d020177_T001;
A0A1D6I2L1	Zm00001d020178_T001;Zm00001d020178_T002;
A0A1D6I2L3	Zm00001d020178_T003;
A0A1D6I2L4	Zm00001d020178_T004;
A0A1D6I2L5	Zm00001d020178_T005;
A0A1D6I2L6	Zm00001d020178_T006;
A0A1D6I2L7	Zm00001d020178_T007;
A0A1D6I2L8	Zm00001d020179_T001;
A0A1D6I2M0	Zm00001d020180_T002;
A0A1D6I2M1	Zm00001d020180_T003;
A0A1D6I2M2	Zm00001d020182_T001;Zm00001d020182_T002;
A0A1D6I2M6	Zm00001d020182_T005;
A0A1D6I2M7	Zm00001d020182_T006;
A0A1D6I2M8	Zm00001d020183_T001;
A0A1D6I2M9	Zm00001d020183_T002;
A0A1D6I2N0	Zm00001d020183_T003;Zm00001d020183_T007;
A0A1D6I2N1	Zm00001d020183_T004;Zm00001d020183_T008;
A0A1D6I2N2	Zm00001d020183_T005;Zm00001d020183_T010;
A0A1D6I2N3	Zm00001d020183_T006;Zm00001d020183_T009;
A0A1D6I2N8	Zm00001d020183_T011;
A0A1D6I2N9	Zm00001d020183_T012;
A0A1D6I2P0	Zm00001d020184_T001;
A0A1D6I2P1	Zm00001d020185_T001;
A0A1D6I2P2	Zm00001d020185_T002;
A0A1D6I2P3	Zm00001d020185_T003;
A0A1D6I2P5	Zm00001d020185_T005;Zm00001d020185_T009;
A0A1D6I2P6	Zm00001d020185_T006;
A0A1D6I2P8	Zm00001d020185_T008;
A0A1D6I2Q1	Zm00001d020186_T001;
A0A1D6I2Q2	Zm00001d020187_T001;
A0A1D6I2Q4	Zm00001d020188_T002;
A0A1D6I2Q6	Zm00001d020188_T004;
A0A1D6I2Q7	Zm00001d020189_T001;
A0A1D6I2Q8	Zm00001d020190_T001;
A0A1D6I2Q9	Zm00001d020191_T001;
A0A1D6I2R0	Zm00001d020192_T001;
A0A1D6I2R1	Zm00001d020193_T001;
A0A1D6I2R2	Zm00001d020195_T001;
A0A1D6I2R4	Zm00001d020199_T001;
A0A1D6I2R9	Zm00001d020201_T005;
A0A1D6I2S0	Zm00001d020202_T001;
A0A1D6I2S1	Zm00001d020202_T002;
A0A1D6I2S2	Zm00001d020202_T003;
A0A1D6I2S3	Zm00001d020202_T004;
A0A1D6I2S4	Zm00001d020203_T001;
A0A1D6I2T2	Zm00001d020204_T008;
A0A1D6I2T5	Zm00001d020204_T011;
A0A1D6I2T6	Zm00001d020204_T001;Zm00001d020204_T002;Zm00001d020204_T003;Zm00001d020204_T004;Zm00001d020204_T007;Zm00001d020204_T009;Zm00001d020204_T012;Zm00001d020204_T016;
A0A1D6I2T8	Zm00001d020204_T006;Zm00001d020204_T010;Zm00001d020204_T014;Zm00001d020204_T018;
A0A1D6I2U1	Zm00001d020204_T017;
A0A1D6I2U3	Zm00001d020204_T019;
A0A1D6I2U4	Zm00001d020204_T020;
A0A1D6I2U6	Zm00001d020205_T002;
A0A1D6I2U8	Zm00001d020208_T001;
A0A1D6I2U9	Zm00001d020208_T002;
A0A1D6I2V0	Zm00001d020208_T003;
A0A1D6I2V1	Zm00001d020208_T004;
A0A1D6I2V2	Zm00001d020208_T005;
A0A1D6I2V4	Zm00001d020208_T007;
A0A1D6I2V5	Zm00001d020208_T009;
A0A1D6I2V8	Zm00001d020209_T001;
A0A1D6I2V9	Zm00001d020209_T002;
A0A1D6I2W0	Zm00001d020209_T003;
A0A1D6I2W1	Zm00001d020209_T004;
A0A1D6I2W2	Zm00001d020209_T005;
A0A1D6I2W4	Zm00001d017796_T001;Zm00001d020211_T001;
A0A1D6I2W5	Zm00001d020213_T001;
A0A1D6I2W6	Zm00001d020213_T002;
A0A1D6I2W8	Zm00001d020213_T003;Zm00001d020213_T004;
A0A1D6I2X0	Zm00001d020213_T006;
A0A1D6I2X1	Zm00001d020213_T007;
A0A1D6I2X2	Zm00001d020214_T001;
A0A1D6I2X3	Zm00001d020219_T001;
A0A1D6I2X5	Zm00001d020219_T003;
A0A1D6I2X6	Zm00001d020219_T002;Zm00001d020219_T004;
A0A1D6I2X7	Zm00001d020220_T001;
A0A1D6I2X8	Zm00001d020220_T002;
A0A1D6I2X9	Zm00001d020220_T003;
A0A1D6I2Y0	Zm00001d020220_T004;
A0A1D6I2Y1	Zm00001d020222_T001;
A0A1D6I2Y2	Zm00001d020223_T001;
