ReactionID	Genes
OMEGA-AMIDASE-RXN	GDQC-12842 // GDQC-7765
AMIDASE-RXN	GDQC-14812 // GDQC-14510 // GDQC-12463 // GDQC-8912 // GDQC-8147
3.6.3.17-RXN	GDQC-9600 // GDQC-9296 // GDQC-8951
RXN-10949	GDQC-12387 // GDQC-12110 // GDQC-8735
RXN-9539	
RXN-10727	GDQC-8863
3.5.5.1-RXN	GDQC-110683 // GDQC-11330 // GDQC-9792
UDP-GLUCURONOSYLTRANSFERASE-RXN	GDQC-14753 // GDQC-14332 // GDQC-14196 // GDQC-13528 // GDQC-13476 // GDQC-13260 // GDQC-13121 // GDQC-12632 // GDQC-12441 // GDQC-12230 // GDQC-11694 // GDQC-10958 // GDQC-10691 // GDQC-10507 // GDQC-10373 // GDQC-9814 // GDQC-9651 // GDQC-9242 // GDQC-8943 // GDQC-8659 // GDQC-7931 // GDQC-7689
NUCLEOSIDE-DIP-KIN-RXN	GDQC-13017 // GDQC-12011 // GDQC-10663 // GDQC-10156 // GDQC-9061 // GDQC-9005 // GDQC-8819 // GDQC-8039
NUCLEOSIDE-DIPHOSPHATASE-RXN	GDQC-14953 // GDQC-14415 // GDQC-13591 // GDQC-13572 // GDQC-13259 // GDQC-12857 // GDQC-12800 // GDQC-12770 // GDQC-11617 // GDQC-11155 // GDQC-10487 // GDQC-10400 // GDQC-9745 // GDQC-8890 // GDQC-8794 // GDQC-8504 // GDQC-8428
2.4.1.242-RXN	GDQC-14030 // GDQC-10290 // GDQC-9975 // GDQC-8640 // GDQC-8438 // GDQC-8010
RXN-14024	GDQC-8428 // GDQC-8504 // GDQC-8794 // GDQC-8890 // GDQC-9745 // GDQC-10400 // GDQC-10487 // GDQC-11155 // GDQC-12770 // GDQC-12800 // GDQC-12857 // GDQC-13259 // GDQC-13572 // GDQC-13591 // GDQC-14415 // GDQC-14953
NUCLEOSIDE-TRIPHOSPHATASE-RXN	GDQC-14953 // GDQC-14415 // GDQC-13691 // GDQC-13591 // GDQC-13572 // GDQC-13259 // GDQC-12857 // GDQC-12800 // GDQC-12770 // GDQC-11155 // GDQC-10487 // GDQC-10400 // GDQC-9745 // GDQC-8890 // GDQC-8794 // GDQC-8504 // GDQC-8428
NUCLEOTIDE-PYROPHOSPHATASE-RXN	GDQC-11292 // GDQC-10832 // GDQC-9828
2.3.1.179-RXN	GDQC-12613 // GDQC-11111 // GDQC-10024
RXN-9550	GDQC-14243 // GDQC-14148 // GDQC-13754 // GDQC-11526
RXN-9549	GDQC-8863
RXN-13258	GDQC-13326 // GDQC-12886 // GDQC-9554
RXN-9632	
4.2.2.2-RXN	GDQC-14522 // GDQC-13200 // GDQC-12920 // GDQC-12422 // GDQC-12358 // GDQC-11939 // GDQC-11214 // GDQC-10653 // GDQC-10344 // GDQC-10301 // GDQC-9858 // GDQC-9441 // GDQC-9378 // GDQC-9229 // GDQC-8089 // GDQC-7871
3.2.1.82-RXN	GDQC-11509
PECTINESTERASE-RXN	GDQC-14847 // GDQC-14650 // GDQC-14547 // GDQC-14423 // GDQC-14356 // GDQC-14219 // GDQC-13878 // GDQC-13735 // GDQC-13687 // GDQC-13652 // GDQC-13651 // GDQC-13552 // GDQC-13463 // GDQC-13308 // GDQC-13252 // GDQC-13228 // GDQC-13092 // GDQC-12438 // GDQC-12318 // GDQC-12038 // GDQC-12013 // GDQC-11940 // GDQC-11924 // GDQC-11902 // GDQC-11758 // GDQC-11734 // GDQC-11729 // GDQC-11490 // GDQC-11447 // GDQC-11438 // GDQC-11191 // GDQC-10964 // GDQC-10911 // GDQC-10906 // GDQC-10888 // GDQC-10825 // GDQC-10810 // GDQC-10549 // GDQC-10454 // GDQC-10347 // GDQC-10323 // GDQC-10202 // GDQC-10093 // GDQC-9920 // GDQC-9762 // GDQC-9611 // GDQC-9560 // GDQC-9412 // GDQC-9407 // GDQC-9389 // GDQC-9382 // GDQC-9361 // GDQC-9252 // GDQC-9188 // GDQC-9090 // GDQC-9080 // GDQC-9030 // GDQC-8594 // GDQC-8538 // GDQC-8381 // GDQC-7974 // GDQC-7740 // GDQC-7730
GLUTAMINYL-PEPTIDE-CYCLOTRANSFERASE-RXN	GDQC-9548
3.2.1.17-RXN	GDQC-14359
ARYLESTERASE-RXN	GDQC-11614 // GDQC-8231
ALKAPHOSPHA-RXN	GDQC-11018
ACID-PHOSPHATASE-RXN	GDQC-14729 // GDQC-14624 // GDQC-14425 // GDQC-14044 // GDQC-13721 // GDQC-13530 // GDQC-12756 // GDQC-12654 // GDQC-12598 // GDQC-12540 // GDQC-12340 // GDQC-12029 // GDQC-11690 // GDQC-11604 // GDQC-11180 // GDQC-10984 // GDQC-10919 // GDQC-10638 // GDQC-10528 // GDQC-10413 // GDQC-10180 // GDQC-9822 // GDQC-9501 // GDQC-9244 // GDQC-8928 // GDQC-8901 // GDQC-8866 // GDQC-8807 // GDQC-8073 // GDQC-7857
RXN4FS-2	GDQC-13903
2.1.1.71-RXN	GDQC-13903
RXN-12386	GDQC-14072 // GDQC-9162
RXN-1641	GDQC-13365 // GDQC-10584 // GDQC-9748 // GDQC-9449 // GDQC-7678
PHOSCHOL-RXN	GDQC-14649 // GDQC-14300 // GDQC-13755 // GDQC-13488 // GDQC-12224 // GDQC-11285 // GDQC-10616 // GDQC-10570 // GDQC-10356 // GDQC-10178 // GDQC-10124 // GDQC-9870 // GDQC-9655 // GDQC-9157 // GDQC-8760 // GDQC-8494 // GDQC-8425 // GDQC-8290 // GDQC-7816 // GDQC-7768 // GDQC-7700 // GDQC-7634
PHOSPHOLIPASE-A2-RXN	GDQC-14815 // GDQC-14397 // GDQC-14218 // GDQC-14168 // GDQC-14136 // GDQC-13953 // GDQC-13791 // GDQC-13765 // GDQC-13728 // GDQC-13404 // GDQC-13370 // GDQC-13270 // GDQC-13044 // GDQC-12637 // GDQC-12480 // GDQC-12290 // GDQC-11114 // GDQC-10892 // GDQC-10609 // GDQC-10366 // GDQC-10274 // GDQC-10212 // GDQC-10201 // GDQC-9842 // GDQC-9686 // GDQC-9550 // GDQC-9219 // GDQC-9025 // GDQC-8251
RXN-1501	GDQC-8676
PHOSPHOLIPASE-A1-RXN	GDQC-14979 // GDQC-14605 // GDQC-14494 // GDQC-13982 // GDQC-13950 // GDQC-13935 // GDQC-13706 // GDQC-13047 // GDQC-12989 // GDQC-12902 // GDQC-12025 // GDQC-11636 // GDQC-11397 // GDQC-11351 // GDQC-11317 // GDQC-10977 // GDQC-10805 // GDQC-10666 // GDQC-10481 // GDQC-10370 // GDQC-10336 // GDQC-10105 // GDQC-9941 // GDQC-9491 // GDQC-9066 // GDQC-8885 // GDQC-8762 // GDQC-8676 // GDQC-8519 // GDQC-8168 // GDQC-8127 // GDQC-7891 // GDQC-7874 // GDQC-7859 // GDQC-7693
PHOSPHOLIPASE-C-RXN	GDQC-14924 // GDQC-11675 // GDQC-9988
3.6.3.1-RXN	GDQC-14266 // GDQC-14090 // GDQC-14082 // GDQC-12761 // GDQC-12706 // GDQC-12386 // GDQC-10384 // GDQC-10030 // GDQC-9947 // GDQC-9665 // GDQC-9617 // GDQC-9119 // GDQC-8770 // GDQC-8613 // GDQC-8475
RXN-16425	GDQC-13831
RXN-16997	GDQC-14502 // GDQC-14018 // GDQC-10860 // GDQC-10765 // GDQC-10470 // GDQC-8411 // GDQC-8140
RXN-7798	GDQC-12354
RXN-11484	GDQC-14014
RXN-15447	
RXN-15451	
RXN-12182	GDQC-14376 // GDQC-12967
ALCOHOL-DEHYDROG-GENERIC-RXN	GDQC-14936 // GDQC-13380 // GDQC-13144 // GDQC-12810 // GDQC-12615 // GDQC-10590 // GDQC-10221 // GDQC-9769 // GDQC-8894
RXN-9597	GDQC-12314 // GDQC-11200 // GDQC-11178 // GDQC-10272
RXN-14029	GDQC-14224 // GDQC-14212 // GDQC-13993 // GDQC-13160 // GDQC-11691 // GDQC-11558 // GDQC-11298 // GDQC-11107 // GDQC-11097 // GDQC-10751 // GDQC-10635 // GDQC-10578 // GDQC-9916 // GDQC-9194 // GDQC-9125 // GDQC-8972 // GDQC-8317 // GDQC-8040
PNP-RXN	GDQC-14224 // GDQC-14212 // GDQC-13993 // GDQC-13160 // GDQC-11691 // GDQC-11558 // GDQC-11298 // GDQC-11107 // GDQC-11097 // GDQC-10751 // GDQC-10635 // GDQC-10578 // GDQC-9916 // GDQC-9194 // GDQC-9125 // GDQC-8972 // GDQC-8317 // GDQC-8040
RXN-8638	GDQC-9965
RXN-12365	GDQC-8299
1.5.5.1-RXN	GDQC-14686
THIOREDOXIN-RXN	
RXN-12173	GDQC-13001 // GDQC-12308 // GDQC-9661 // GDQC-7661
3.1.4.37-RXN	GDQC-10866
3-NUCLEOTID-RXN	GDQC-7668
5-NUCLEOTID-RXN	GDQC-14969 // GDQC-12075 // GDQC-10935 // GDQC-10461 // GDQC-9500 // GDQC-8817 // GDQC-8217 // GDQC-8091 // GDQC-7668
RIBONUCLEOSIDE-DIP-REDUCTI-RXN	GDQC-14389 // GDQC-14110 // GDQC-10936 // GDQC-10567 // GDQC-9248 // GDQC-8125
RXN-1023	
RXN-12448	GDQC-14936 // GDQC-13380 // GDQC-13144 // GDQC-12810 // GDQC-12615 // GDQC-10590 // GDQC-10221 // GDQC-9769 // GDQC-8894
CARBONYL-REDUCTASE-NADPH-RXN	GDQC-7841
RXN-11361	GDQC-11410 // GDQC-11359 // GDQC-8713
RXN-11377	
RXN-11376	GDQC-14369 // GDQC-13915 // GDQC-12760 // GDQC-11135 // GDQC-11028 // GDQC-9576 // GDQC-7663
SPHINGOMYELIN-PHOSPHODIESTERASE-RXN	GDQC-14752
CERAMIDASE-RXN	GDQC-13758 // GDQC-10973 // GDQC-9851 // GDQC-8608 // GDQC-8136
RXN-7903	GDQC-14594 // GDQC-14526 // GDQC-14410 // GDQC-13223 // GDQC-11814 // GDQC-11804 // GDQC-10874 // GDQC-10743 // GDQC-9786 // GDQC-8924 // GDQC-8459 // GDQC-8272 // GDQC-7963
RXN-9548	
RXN-13261	GDQC-13326 // GDQC-12886 // GDQC-9554
2.3.1.43-RXN	GDQC-14342 // GDQC-13194 // GDQC-12988 // GDQC-12684 // GDQC-12509 // GDQC-9816 // GDQC-9579 // GDQC-9459 // GDQC-9224 // GDQC-8654
ALDEHYDE-REDUCTASE-RXN	GDQC-14963 // GDQC-13465 // GDQC-13198 // GDQC-13073 // GDQC-12213 // GDQC-8482
SUGAR-PHOSPHATASE-RXN	GDQC-12776 // GDQC-11162
2.8.1.6-RXN	GDQC-8019 // GDQC-8285 // GDQC-8348 // GDQC-9178 // GDQC-9811 // GDQC-12401 // GDQC-12547 // GDQC-14680
RXN-17472	GDQC-14680 // GDQC-12547 // GDQC-12401 // GDQC-9811 // GDQC-9178 // GDQC-8348 // GDQC-8285 // GDQC-8019
FORMATETHFLIG-RXN	GDQC-10085
RXN-8136	GDQC-13479
RXN-9789	GDQC-13266 // GDQC-12434 // GDQC-9327
RXN-9658	
RXN-9663	
RXN-9659	
RXN-9662	
RXN-12521	
ENOYL-COA-HYDRAT-RXN	GDQC-14570 // GDQC-13227 // GDQC-11869 // GDQC-11295 // GDQC-10234 // GDQC-10225 // GDQC-9320 // GDQC-9319 // GDQC-8422
RXN-7911	GDQC-14888 // GDQC-11472
TRANSENOYLCOARED-RXN	GDQC-14738 // GDQC-9222
ENOYL-ACP-REDUCT-NADH-RXN	GDQC-14012
ENOYL-ACP-REDUCT-NADPH-RXN	
RXN-7836	GDQC-13810 // GDQC-12500 // GDQC-11661 // GDQC-9264
RXN-9635	
RXN-12519	
RXN-12520	GDQC-11314
TRIACYLGLYCEROL-LIPASE-RXN	GDQC-14988 // GDQC-14979 // GDQC-14892 // GDQC-14623 // GDQC-14605 // GDQC-14586 // GDQC-14569 // GDQC-14471 // GDQC-14427 // GDQC-14416 // GDQC-14400 // GDQC-14341 // GDQC-14171 // GDQC-14084 // GDQC-13982 // GDQC-13972 // GDQC-13918 // GDQC-13731 // GDQC-13677 // GDQC-13483 // GDQC-13482 // GDQC-13442 // GDQC-13349 // GDQC-13336 // GDQC-13290 // GDQC-13136 // GDQC-13024 // GDQC-12959 // GDQC-12907 // GDQC-12902 // GDQC-12818 // GDQC-12747 // GDQC-12659 // GDQC-12550 // GDQC-12279 // GDQC-12276 // GDQC-12272 // GDQC-12244 // GDQC-12231 // GDQC-12025 // GDQC-11989 // GDQC-11986 // GDQC-11829 // GDQC-11650 // GDQC-11543 // GDQC-11524 // GDQC-11515 // GDQC-11481 // GDQC-11307 // GDQC-11172 // GDQC-11007 // GDQC-10977 // GDQC-10932 // GDQC-10817 // GDQC-10772 // GDQC-10704 // GDQC-10685 // GDQC-10666 // GDQC-10617 // GDQC-10603 // GDQC-10588 // GDQC-10499 // GDQC-10481 // GDQC-10438 // GDQC-10389 // GDQC-10358 // GDQC-10336 // GDQC-10251 // GDQC-10198 // GDQC-10129 // GDQC-10105 // GDQC-10101 // GDQC-10081 // GDQC-10050 // GDQC-10032 // GDQC-9996 // GDQC-9891 // GDQC-9757 // GDQC-9752 // GDQC-9648 // GDQC-9580 // GDQC-9569 // GDQC-9505 // GDQC-9491 // GDQC-9477 // GDQC-9475 // GDQC-9306 // GDQC-9278 // GDQC-9208 // GDQC-9191 // GDQC-9091 // GDQC-9066 // GDQC-8997 // GDQC-8906 // GDQC-8903 // GDQC-8809 // GDQC-8800 // GDQC-8728 // GDQC-8677 // GDQC-8346 // GDQC-8168 // GDQC-8127 // GDQC-8123 // GDQC-8032 // GDQC-7908 // GDQC-7874 // GDQC-7862 // GDQC-7859 // GDQC-7778 // GDQC-7713 // GDQC-7675
RXN-9386	
GLURS-RXN	
RXN0-2161	
VALINE--TRNA-LIGASE-RXN	GDQC-12018 // GDQC-11696 // GDQC-11115 // GDQC-10955 // GDQC-9460
RXN0-5244	
TRANS-RXN0-237	
RXN0-5330	GDQC-14519 // GDQC-14277 // GDQC-14263 // GDQC-13896 // GDQC-13743 // GDQC-13358 // GDQC-13277 // GDQC-11467 // GDQC-10015 // GDQC-9132 // GDQC-8199
RXN0-1281	GDQC-13204
RXN0-7068	GDQC-13400 // GDQC-12775 // GDQC-11877 // GDQC-11394 // GDQC-10675
RXNQT-4193	
RXNQT-4192	
RXN-1021	
RXN-11750	GDQC-14820 // GDQC-14751 // GDQC-14288 // GDQC-13785 // GDQC-12877 // GDQC-12139 // GDQC-11315 // GDQC-11232 // GDQC-10693 // GDQC-10427 // GDQC-10080 // GDQC-8655 // GDQC-8567 // GDQC-8480 // GDQC-8418 // GDQC-8311 // GDQC-8229
RXN-7697	GDQC-14858 // GDQC-14820 // GDQC-14751 // GDQC-14671 // GDQC-14478 // GDQC-14059 // GDQC-13785 // GDQC-13679 // GDQC-12973 // GDQC-12877 // GDQC-12590 // GDQC-12522 // GDQC-12287 // GDQC-12139 // GDQC-11863 // GDQC-11368 // GDQC-11232 // GDQC-11149 // GDQC-10949 // GDQC-10839 // GDQC-10741 // GDQC-10693 // GDQC-10610 // GDQC-10427 // GDQC-10080 // GDQC-10076 // GDQC-9853 // GDQC-9402 // GDQC-9121 // GDQC-9004 // GDQC-8960 // GDQC-8515 // GDQC-8455 // GDQC-8418 // GDQC-8311 // GDQC-8229 // GDQC-7771
RXN-1025	GDQC-14118 // GDQC-12945 // GDQC-12619 // GDQC-12208 // GDQC-10864 // GDQC-8675
RXN-7698	GDQC-14820 // GDQC-14751 // GDQC-14333 // GDQC-14139 // GDQC-13790 // GDQC-13785 // GDQC-13631 // GDQC-13182 // GDQC-13173 // GDQC-12877 // GDQC-12234 // GDQC-12183 // GDQC-12139 // GDQC-11921 // GDQC-11571 // GDQC-11232 // GDQC-10693 // GDQC-10497 // GDQC-10427 // GDQC-10095 // GDQC-10080 // GDQC-8825 // GDQC-8418 // GDQC-8311 // GDQC-8229
RXN-7711	GDQC-14820 // GDQC-14751 // GDQC-13785 // GDQC-12877 // GDQC-12139 // GDQC-11232 // GDQC-10693 // GDQC-10427 // GDQC-10080 // GDQC-9222 // GDQC-8418 // GDQC-8311 // GDQC-8229
3.6.3.44-RXN	GDQC-14701 // GDQC-14683 // GDQC-14674 // GDQC-14657 // GDQC-14529 // GDQC-14316 // GDQC-14008 // GDQC-13933 // GDQC-13921 // GDQC-13920 // GDQC-13747 // GDQC-13658 // GDQC-13471 // GDQC-13385 // GDQC-13298 // GDQC-13203 // GDQC-13110 // GDQC-13054 // GDQC-13027 // GDQC-12942 // GDQC-12780 // GDQC-12740 // GDQC-12702 // GDQC-12581 // GDQC-12567 // GDQC-12307 // GDQC-11935 // GDQC-11854 // GDQC-11839 // GDQC-11626 // GDQC-11196 // GDQC-11113 // GDQC-11091 // GDQC-11064 // GDQC-10779 // GDQC-10620 // GDQC-10605 // GDQC-10555 // GDQC-10381 // GDQC-10222 // GDQC-9990 // GDQC-9872 // GDQC-9868 // GDQC-9727 // GDQC-9552 // GDQC-9520 // GDQC-9516 // GDQC-9451 // GDQC-9193 // GDQC-9154 // GDQC-8991 // GDQC-8856 // GDQC-8451 // GDQC-8160 // GDQC-8085 // GDQC-8052 // GDQC-7845 // GDQC-7823 // GDQC-7746 // GDQC-7721 // GDQC-7709
3.2.1.151-RXN	GDQC-14929 // GDQC-12111 // GDQC-11184 // GDQC-9774 // GDQC-9602 // GDQC-9536 // GDQC-9020 // GDQC-8436 // GDQC-7934
RXN-7716	
2.1.1.60-RXN	GDQC-14152 // GDQC-10215 // GDQC-9137
RXN-14391	
RXN-14390	
RXN-14389	
RXN-14387	
RXN-14385	
RXN-14388	
RXN-13416	GDQC-14306 // GDQC-10208
RXN-16099	GDQC-12354
RXN-16101	GDQC-12354
RXN-8346	
RXN-16046	
RXN-9703	GDQC-14910 // GDQC-14759 // GDQC-14669 // GDQC-13592 // GDQC-13375 // GDQC-11559 // GDQC-9581 // GDQC-9079
RXN-9667	GDQC-13937 // GDQC-11866 // GDQC-8604
RXN-16045	
RXN-9669	GDQC-9670
RXN-16036	
GCVT-RXN	GDQC-14202 // GDQC-14067 // GDQC-13839 // GDQC-13354 // GDQC-13104 // GDQC-12151 // GDQC-11040
RXN-8629	GDQC-14551 // GDQC-14202 // GDQC-13839 // GDQC-13459 // GDQC-13354 // GDQC-13104 // GDQC-12151 // GDQC-11040
1.8.1.4-RXN	GDQC-14916 // GDQC-14551 // GDQC-13459 // GDQC-12211 // GDQC-8751 // GDQC-7867
RXN0-949	GDQC-13088 // GDQC-12985 // GDQC-10631 // GDQC-10573
RXN-17107	GDQC-14607 // GDQC-12744 // GDQC-11788 // GDQC-10291 // GDQC-8112
1.8.98.2-RXN	GDQC-10104 // GDQC-8831 // GDQC-7792
2.1.1.79-RXN	GDQC-13787 // GDQC-12790 // GDQC-11205
PROCOLLAGEN-LYSINE-5-DIOXYGENASE-RXN	GDQC-9348
1.14.11.2-RXN	GDQC-14889 // GDQC-14645 // GDQC-14438 // GDQC-13506 // GDQC-11671 // GDQC-11188 // GDQC-10700 // GDQC-9837 // GDQC-8764 // GDQC-8714 // GDQC-8249
PEPTIDYLGLYCINE-MONOOXYGENASE-RXN	GDQC-12071
2.4.1.223-RXN	GDQC-10007
RXN-15509	GDQC-14302 // GDQC-14153 // GDQC-14147 // GDQC-12026 // GDQC-10484 // GDQC-9374 // GDQC-8573
RXN-15511	GDQC-14302 // GDQC-14153 // GDQC-14147 // GDQC-12026 // GDQC-10484 // GDQC-9374 // GDQC-8573
3.5.1.52-RXN	GDQC-14652 // GDQC-13786 // GDQC-12890 // GDQC-12450 // GDQC-11332 // GDQC-10875 // GDQC-10383 // GDQC-10367 // GDQC-9613 // GDQC-9179 // GDQC-8553 // GDQC-8339 // GDQC-8258
RXN-15510	GDQC-14302 // GDQC-14153 // GDQC-14147 // GDQC-12026 // GDQC-10484 // GDQC-9374 // GDQC-8573
RXN-15512	GDQC-14302 // GDQC-14153 // GDQC-14147 // GDQC-12026 // GDQC-10484 // GDQC-9374 // GDQC-8573
RXN0-1132	
RXN-13756	GDQC-12981 // GDQC-12222 // GDQC-10560 // GDQC-8554
RXN-14992	GDQC-13093
RXN-8509	
RXN-8508	GDQC-14762 // GDQC-13857 // GDQC-13550 // GDQC-13389 // GDQC-13303 // GDQC-12784 // GDQC-8708 // GDQC-8216
RXN-12799	GDQC-14762 // GDQC-13857 // GDQC-13550 // GDQC-13389 // GDQC-13303 // GDQC-12784 // GDQC-8708 // GDQC-8216
RXN66-3	
RXN0-3962	
RXN-8092	
ACETATE--COA-LIGASE-RXN	GDQC-14769 // GDQC-12908 // GDQC-10985 // GDQC-10709 // GDQC-10368 // GDQC-8937
ACETOACETATE-DECARBOXYLASE-RXN	
HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN	GDQC-14460 // GDQC-13171 // GDQC-10294
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	GDQC-11450
RXN-11852	
2.3.1.180-RXN	GDQC-14574 // GDQC-11999 // GDQC-10394
RXN0-1133	GDQC-14717 // GDQC-14209 // GDQC-13797 // GDQC-13603 // GDQC-13338 // GDQC-12923 // GDQC-12695 // GDQC-12144 // GDQC-11566 // GDQC-10967 // GDQC-10519 // GDQC-10188 // GDQC-8394 // GDQC-8280
DIAMACTRANS-RXN	GDQC-13043 // GDQC-8245 // GDQC-8122
RXN-12565	
MALSYN-RXN	GDQC-9167
RXN-13617	
RXN-12561	
SPERMACTRAN-RXN	GDQC-13043 // GDQC-8245 // GDQC-8122
RXN-9939	
3.1.1.72-RXN	GDQC-13854
RXN-12281	GDQC-11193
RXN-15139	
ADENPRIBOSYLTRAN-RXN	GDQC-14194 // GDQC-12034 // GDQC-11477 // GDQC-10065 // GDQC-9068
RXN-15660	GDQC-13729
TRANS-RXN-198	
ADENOSINE-KINASE-RXN	GDQC-14493 // GDQC-12362 // GDQC-9633
ADENODEAMIN-RXN	GDQC-8719
ADENOSINE-NUCLEOSIDASE-RXN	GDQC-10822 // GDQC-10773 // GDQC-10069 // GDQC-7844 // GDQC-7825
ADENPHOSPHOR-RXN	
325-BISPHOSPHATE-NUCLEOTIDASE-RXN	GDQC-14707 // GDQC-12267 // GDQC-12229 // GDQC-9053 // GDQC-8228 // GDQC-7993
1.8.4.9-RXN	GDQC-12429 // GDQC-11615
ADENYLYLSULFKIN-RXN	GDQC-13501 // GDQC-12546 // GDQC-10707 // GDQC-8642
ADENYLYLSULFATASE-RXN	GDQC-14532 // GDQC-14329 // GDQC-11147 // GDQC-9909 // GDQC-8128 // GDQC-8034
RXN-6261	GDQC-11373
AMPSYN-RXN	GDQC-14265 // GDQC-11957 // GDQC-11668 // GDQC-10738 // GDQC-9873 // GDQC-9504 // GDQC-9410 // GDQC-9177 // GDQC-7773
ADPREDUCT-RXN	
RXN-10862	GDQC-13259 // GDQC-12770 // GDQC-11155 // GDQC-8794 // GDQC-8504
ATPSYN-RXN	GDQC-14887 // GDQC-14879 // GDQC-14585 // GDQC-14487 // GDQC-14448 // GDQC-14193 // GDQC-13996 // GDQC-13862 // GDQC-13777 // GDQC-13741 // GDQC-13704 // GDQC-13681 // GDQC-13599 // GDQC-13433 // GDQC-13346 // GDQC-13340 // GDQC-13162 // GDQC-13052 // GDQC-12736 // GDQC-12710 // GDQC-12568 // GDQC-12499 // GDQC-12461 // GDQC-12363 // GDQC-12268 // GDQC-12180 // GDQC-11981 // GDQC-11885 // GDQC-11357 // GDQC-11247 // GDQC-10855 // GDQC-10727 // GDQC-10239 // GDQC-10133 // GDQC-10082 // GDQC-9986 // GDQC-9596 // GDQC-9145 // GDQC-8775 // GDQC-8665 // GDQC-8578 // GDQC-8503 // GDQC-8230 // GDQC-8202 // GDQC-7933 // GDQC-7907
GLYCOGENSYN-RXN	GDQC-13967 // GDQC-13834 // GDQC-12535 // GDQC-11723 // GDQC-11587 // GDQC-10476 // GDQC-9956 // GDQC-9865 // GDQC-9703 // GDQC-9656 // GDQC-8403 // GDQC-8214
RXN-10770	GDQC-14307 // GDQC-10865 // GDQC-10563 // GDQC-7904
RXN-14378	
RXN-10763	GDQC-14307 // GDQC-10865 // GDQC-10563 // GDQC-7904
RXN0-1441	GDQC-14393 // GDQC-14372 // GDQC-14019 // GDQC-12002 // GDQC-11917 // GDQC-11827 // GDQC-11508 // GDQC-10606 // GDQC-10451 // GDQC-9559 // GDQC-8501 // GDQC-8449 // GDQC-8006
AGMATINE-DEIMINASE-RXN	GDQC-7884
RXN-16804	
RXN-14409	
GLUCURONATE-REDUCTASE-RXN	
RXN-14501	
RXN-14500	
RXN-14882	
RXN-14883	
RXN-11322	GDQC-11876 // GDQC-14157 // GDQC-14470 // GDQC-14543
RXN-14503	
RXN-14808	
RXN-14813	
TRANS-RXN0-227	GDQC-13954 // GDQC-13526
RXN-8038	GDQC-11186
RXN-8024	GDQC-14420
RXN-12393	GDQC-14294
RXN-14334	GDQC-14698
RXN-13641	GDQC-12683 // GDQC-10736 // GDQC-10696 // GDQC-10241 // GDQC-7833
RXN1F-152	GDQC-9726 // GDQC-11328 // GDQC-11915 // GDQC-13253 // GDQC-13980
RXN-7883	GDQC-14698
RXN-8025	GDQC-13980 // GDQC-13253 // GDQC-11915 // GDQC-11328 // GDQC-9726
RXN-10741	GDQC-14698
RXN-9358	
RXN-9230	
RXN-9360	
RXN-9190	
RXN-9222	
RXN-9217	
RXN-9003	
RXN1F-147	GDQC-12526
RXN1F-150	GDQC-11186
RXN-8236	
RXN-12395	GDQC-14698 // GDQC-10672 // GDQC-9562
RXN-12394	GDQC-14698 // GDQC-10672 // GDQC-9562
RXN-12396	GDQC-14698 // GDQC-10672 // GDQC-9562
RXN-9204	
2.5.1.39-RXN	GDQC-10014
RXN-2761	GDQC-12969 // GDQC-12691 // GDQC-11929 // GDQC-11462 // GDQC-10581
DMK-RXN	
4OHBENZOATE-OCTAPRENYLTRANSFER-RXN	
RXN-13681	
RXN-10841	GDQC-14540 // GDQC-13708 // GDQC-13671 // GDQC-12466 // GDQC-9789 // GDQC-8825
RXN-9365	
RXN-9359	
RXN-8022	
ALLANTOATE-DEIMINASE-RXN	GDQC-9260
ALLANTOICASE-RXN	
ALLYL-ALCOHOL-DEHYDROGENASE-RXN	GDQC-13938 // GDQC-12918 // GDQC-12633 // GDQC-11888 // GDQC-11182 // GDQC-8869
TREHALA-RXN	GDQC-8166
TREHALOSEPHOSPHA-RXN	GDQC-14899 // GDQC-14627 // GDQC-14339 // GDQC-13602 // GDQC-13295 // GDQC-13148 // GDQC-13032 // GDQC-12983 // GDQC-12200 // GDQC-11301 // GDQC-10900 // GDQC-10834 // GDQC-10530 // GDQC-10475 // GDQC-10435 // GDQC-10387 // GDQC-9878 // GDQC-9761 // GDQC-9383 // GDQC-8667 // GDQC-8580 // GDQC-8472 // GDQC-8466 // GDQC-8350 // GDQC-8049 // GDQC-7830
RXN-16418	
RXN-12226	GDQC-13739 // GDQC-12493
RXN-5961	GDQC-10345 // GDQC-8585
TRANS-RXN0-491	GDQC-11611
GALACTOKIN-RXN	GDQC-12188
UTPHEXPURIDYLYLTRANS-RXN	GDQC-14758 // GDQC-13276 // GDQC-8986
RXN-14816	GDQC-13868 // GDQC-13002 // GDQC-11954 // GDQC-11517 // GDQC-11346 // GDQC-8226 // GDQC-7640
RXN-3	
2.4.1.119-RXN	
RXN-5472	GDQC-14668
RXN-5471	GDQC-11148
ALDOSE-1-EPIMERASE-RXN	GDQC-13773 // GDQC-13578 // GDQC-12479 // GDQC-12048 // GDQC-10031 // GDQC-8365 // GDQC-8116 // GDQC-7849
RXN-10639	
PHOSPHOGLUCMUT-RXN	GDQC-8140 // GDQC-8411 // GDQC-10470 // GDQC-10765 // GDQC-10860 // GDQC-14018 // GDQC-14502
RXN-16999	GDQC-10470
